"252 кабінет. Первинна черга. 
Приблизний список тих хто обіцяв бути присутнім на основі онлайн переклички в Telegram."
PREV. DAY (PAST):,,25.08.2025 (8:30 - 14:00),,,NEXT DAY:,,26.08.2025 (08:30 - 14:00)
№,"ID
(номер первинної черги)",Статус,Примітки,,№,Примітки,"ID
(номер первинної черги)",Статус,"Записаний
в TODO ?"
1,2316,Зайшов,,,1,,2148,Обіцяв бути,---
2,2481,Не з'явився,п.8,,2,,2284,Обіцяв бути,---
3,2504,Зайшов,,,3,,2454,Обіцяв бути,---
4,2524,Зайшов,Остання спроба,,4,Остання спроба,2481,Обіцяв бути,---
5,2547,Зайшов,Остання спроба,,5,,2498,Обіцяв бути,---
6,2585,Не з'явився,п.8,,6,Остання спроба,2585,Обіцяв бути,---
7,2594,Зайшов,,,7,,2645,Обіцяв бути,---
8,2610,Зайшов,,,8,,2663,Обіцяв бути,---
9,2613,Зайшов,,,9,,2669,Обіцяв бути,---
10,2622,Зайшов,,,10,,2691,Обіцяв бути,---
11,2643,Зайшов,,,11,Остання спроба,2692,Обіцяв бути,---
12,2684,Зайшов,,,12,Остання спроба,2714,Обіцяв бути,---
13,2736,Зайшов,Остання спроба,,13,,2723,Обіцяв бути,---
14,2741,Зайшов,,,14,,2786,Обіцяв бути,---
15,2743,Не з'явився,В кінець черги,,15,,2787,Обіцяв бути,---
16,2752,Не з'явився,В кінець черги,,16,,2846,Обіцяв бути,---
17,2756,Зайшов,Остання спроба,,17,,2852,Обіцяв бути,---
18,2771,Зайшов,Остання спроба,,18,,2934,Обіцяв бути,---
19,2790,Зайшов,,,19,,3039,Обіцяв бути,---
20,2791,Зайшов,Остання спроба,,20,,3042,Обіцяв бути,---
21,2796,Не з'явився,В кінець черги,,21,Остання спроба,3053,Обіцяв бути,---
22,2804,Не з'явився,В кінець черги,,22,Остання спроба,3056,Обіцяв бути,---
23,2875,Зайшов,Остання спроба,,23,Остання спроба,3059,Обіцяв бути,---
24,2976,Зайшов,,,24,Остання спроба,3062,Обіцяв бути,---
25,3053,Не з'явився,п.8,,25,Остання спроба,3067,Обіцяв бути,---
26,3056,Не з'явився,п.8,,26,Остання спроба,3077,Обіцяв бути,---
27,3057,Не з'явився,п.8,,27,Остання спроба,3096,Обіцяв бути,---
28,3059,Не з'явився,п.8,,28,Остання спроба,3101,Обіцяв бути,---
29,3062,Не з'явився,п.8,,29,Остання спроба,3116,Обіцяв бути,---
30,3067,Не з'явився,п.8,,30,Остання спроба,3127,Обіцяв бути,---
31,3077,Не з'явився,п.8,,31,Остання спроба,3130,Обіцяв бути,---
32,3096,Не з'явився,п.8,,32,Остання спроба,3133,Обіцяв бути,---
33,3101,Не з'явився,п.8,,33,Остання спроба,3156,Обіцяв бути,---
34,3116,Не з'явився,п.8,,34,Остання спроба,3188,Обіцяв бути,---
35,3117,Зайшов,,,35
36,3127,Не з'явився,п.8,,36
37,3130,Не з'явився,п.8,,37
38,3133,Не з'явився,п.8,,38
39,3149,Зайшов,,,39
40,3156,Не з'явився,п.8,,40
41,3188,Не з'явився,п.8,,41
42,3190,Зайшов,,,42
43,3211,Зайшов (за живою чергою),,,43
44,,,,,44
45,,,,,45
46,,,,,46
47,,,,,47
48,,,,,48
49,,,,,49
50,,,,,50
51,,,,,51
52,,,,,52
53,,,,,53
54,,,,,54
55,,,,,55
56,,,,,56
57,,,,,57
58,,,,,58
59,,,,,59
60,,,,,60
61,,,,,61
62,,,,,62
63,,,,,63
64,,,,,64
65,,,,,65
66,,,,,66
67,,,,,67
68,,,,,68
69,,,,,69
70,,,,,70
71,,,,,71
72,,,,,72
73,,,,,73
74,,,,,74
75,,,,,75
76,,,,,76
77,,,,,77
78,,,,,78
79,,,,,79
80,,,,,80
81,,,,,81
82,,,,,82
83,,,,,83
84,,,,,84
85,,,,,85
86,,,,,86
87,,,,,87
88,,,,,88
89,,,,,89
90,,,,,90
91,,,,,91
92,,,,,92
93,,,,,93
94,,,,,94
95,,,,,95
96,,,,,96
97,,,,,97
98,,,,,98
99,,,,,99
100,,,,,100
101,,,,,101
102,,,,,102
103,,,,,103
104,,,,,104
105,,,,,105
106,,,,,106
107,,,,,107
108,,,,,108
109,,,,,109
110,,,,,110
111,,,,,111
112,,,,,112
113,,,,,113
114,,,,,114
115,,,,,115
116,,,,,116
117,,,,,117
