"252 кабінет. Первинна черга. 
Приблизний список тих хто обіцяв бути присутнім на основі онлайн переклички в Telegram."
PREV. DAY (PAST):,,26.08.2025 (08:30 - 14:00),,,NEXT DAY:,,27.08.2025 (08:30 - 14:00)
№,"ID
(номер первинної черги)",Статус,Примітки,,№,Примітки,"ID
(номер первинної черги)",Статус,"Записаний
в TODO ?"
1,2148,Зайшов,,,1,,2194,Обіцяв бути,---
2,2284,Зайшов,,,2,Остання спроба,2483,Обіцяв бути,---
3,2454,Зайшов,,,3,,2514,Обіцяв бути,---
4,2481,Не з'явився,в кінець черги,,4,,2572,Обіцяв бути,---
5,2498,Зайшов,,,5,,2573,Обіцяв бути,---
6,2585,Не з'явився,в кінець черги,,6,,2583,Обіцяв бути,---
7,2645,Зайшов,,,7,,2620,Обіцяв бути,---
8,2663,Не з'явився,п.8,,8,,2651,Обіцяв бути,---
9,2669,Зайшов,,,9,Остання спроба,2663,Обіцяв бути,---
10,2691,Не з'явився,п.8,,10,,2670,Обіцяв бути,---
11,2692,Зайшов,Остання спроба,,11,Остання спроба,2727,Обіцяв бути,---
12,2714,Зайшов,Остання спроба,,12,Остання спроба,2730,Обіцяв бути,---
13,2723,Зайшов,,,13,Остання спроба,2763,Обіцяв бути,---
14,2786,Зайшов,,,14,,2773,Обіцяв бути,---
15,2787,Зайшов,,,15,,2774,Обіцяв бути,---
16,2846,Зайшов,,,16,Остання спроба,2852,Обіцяв бути,---
17,2852,Не з'явився,п.8,,17,,2906,Обіцяв бути,---
18,2934,Зайшов,,,18,,3114,Обіцяв бути,---
19,3039,Зайшов,,,19,,3121,Обіцяв бути,---
20,3042,Зайшов,,,20,Остання спроба,3124,Обіцяв бути,---
21,3053,Зайшов,Остання спроба,,21,Остання спроба,3127,Обіцяв бути,---
22,3056,Зайшов,Остання спроба,,22,Остання спроба,3130,Обіцяв бути,---
23,3059,Не з'явився,в кінець черги,,23,Остання спроба,3133,Обіцяв бути,---
24,3062,Не з'явився,в кінець черги,,24,Остання спроба,3140,Обіцяв бути,---
25,3067,Не з'явився,в кінець черги,,25,,3174,Обіцяв бути,---
26,3077,Не з'явився,в кінець черги,,26,Остання спроба,3176,Обіцяв бути,---
27,3096,Не з'явився,в кінець черги,,27
28,3101,Не з'явився,в кінець черги,,28
29,3116,Зайшов,Остання спроба,,29
30,3127,Не зайшов,Остання спроба,,30
31,3130,Не зайшов,Остання спроба,,31
32,3133,Не зайшов,Остання спроба,,32
33,3156,Відклав візит,Остання спроба,,33
34,3188,Відклав візит,Остання спроба,,34
35,,,,,35
36,,,,,36
37,,,,,37
38,,,,,38
39,,,,,39
40,,,,,40
41,,,,,41
42,,,,,42
43,,,,,43
44,,,,,44
45,,,,,45
46,,,,,46
47,,,,,47
48,,,,,48
49,,,,,49
50,,,,,50
51,,,,,51
52,,,,,52
53,,,,,53
54,,,,,54
55,,,,,55
56,,,,,56
57,,,,,57
58,,,,,58
59,,,,,59
60,,,,,60
61,,,,,61
62,,,,,62
63,,,,,63
64,,,,,64
65,,,,,65
66,,,,,66
67,,,,,67
68,,,,,68
69,,,,,69
70,,,,,70
71,,,,,71
72,,,,,72
73,,,,,73
74,,,,,74
75,,,,,75
76,,,,,76
77,,,,,77
78,,,,,78
79,,,,,79
80,,,,,80
81,,,,,81
82,,,,,82
83,,,,,83
84,,,,,84
85,,,,,85
86,,,,,86
87,,,,,87
88,,,,,88
89,,,,,89
90,,,,,90
91,,,,,91
92,,,,,92
93,,,,,93
94,,,,,94
95,,,,,95
96,,,,,96
97,,,,,97
98,,,,,98
99,,,,,99
100,,,,,100
101,,,,,101
102,,,,,102
103,,,,,103
104,,,,,104
105,,,,,105
106,,,,,106
107,,,,,107
108,,,,,108
109,,,,,109
110,,,,,110
111,,,,,111
112,,,,,112
113,,,,,113
114,,,,,114
115,,,,,115
116,,,,,116
117,,,,,117
