"252 кабінет. Первинна черга. 
Приблизний список тих хто обіцяв бути присутнім на основі онлайн переклички в Telegram."
Попередній прийом:,,10.10.2025 (08:30 - 14:00),,,Поточний прийом:,,13.10.2025 (15:00 - 17:30)
83,4099,Не зайшов,,,83,,4071,Обіцяв бути,---
84,4120,Не зайшов,,,84,,4073,Обіцяв бути,---
85,4135,Не зайшов,,,85,,4075,Обіцяв бути,---
86,4136,Не зайшов,,,86,,4077,Обіцяв бути,---
87,4137,Не зайшов,,,87,,4086,Обіцяв бути,---
88,4144,Не зайшов,,,88,,4090,Обіцяв бути,---
89,4158,Не зайшов,,,89,,4092,Обіцяв бути,---
90,,,,,90,,4099,Обіцяв бути,---
91,,,,,91,,4120,Обіцяв бути,---
92,,,,,92,,4132,Обіцяв бути,---
93,,,,,93,,4135,Відклав візит,08.12.2025
94,,,,,94,,4136,Обіцяв бути,---
95,,,,,95,,4137,Обіцяв бути,---
96,,,,,96,,4144,Обіцяв бути,---
97,,,,,97,,4150,Обіцяв бути,---
98,,,,,98
99,,,,,99
100,,,,,100
101,,,,,101
102,,,,,102
103,,,,,103
104,,,,,104
105,,,,,105
106,,,,,106
107,,,,,107
108,,,,,108
109,,,,,109
110,,,,,110
111,,,,,111
112,,,,,112
113,,,,,113
114,,,,,114
115,,,,,115
116,,,,,116
117,,,,,117
118,,,,,118
119,,,,,119
120,,,,,120
121,,,,,121
122,,,,,122
123,,,,,123
124,,,,,124
125,,,,,125
126,,,,,126
127,,,,,127
128,,,,,128
129,,,,,129
130,,,,,130
131,,,,,131
132,,,,,132
133,,,,,133
134,,,,,134
135,,,,,135
136,,,,,136
137,,,,,137
138,,,,,138
139,,,,,139
140,,,,,140
141,,,,,141
142,,,,,142
143,,,,,143
144,,,,,144
145,,,,,145
146,,,,,146
147,,,,,147
