"252 кабінет. Первинна черга. 
Приблизний список тих хто обіцяв бути присутнім на основі онлайн переклички в Telegram."
Попередній прийом:,,16.10.2025 (10:00 - 14:00),,,Поточний прийом:,,17.10.2025 (15:00 - 17:30)
97,4074,Не зайшов,,,97,,4089,Обіцяв бути,---
98,4075,Не зайшов,,,98,,4090,Обіцяв бути,---
99,4077,Не зайшов,,,99,,4092,Обіцяв бути,---
100,4078,Не зайшов,,,100,,4099,Обіцяв бути,---
101,4086,Не зайшов,,,101,,4103,Обіцяв бути,---
102,4089,Не зайшов,,,102,,4120,Обіцяв бути,---
103,4090,Не зайшов,,,103,,4132,Обіцяв бути,---
104,4092,Не зайшов,,,104,,4136,Обіцяв бути,---
105,4099,Не зайшов,,,105,,4137,Обіцяв бути,---
106,4103,Не зайшов,,,106,,4144,Обіцяв бути,---
107,4120,Не зайшов,,,107,,4150,Обіцяв бути,---
108,4132,Не зайшов,,,108,,4169,Відклав візит,12.12.2025
109,4136,Не зайшов,,,109,,4194,Обіцяв бути,---
110,4137,Не зайшов,,,110,,4212,Відклав візит,08.12.2025
111,4144,Не зайшов,,,111,,4223,Обіцяв бути,---
112,4150,Не зайшов,,,112,,4241,Обіцяв бути,---
113,4182,Відклав візит,,,113,,4269,Обіцяв бути,---
114,4194,Не зайшов,,,114,,4270,Обіцяв бути,---
115,4209,Відклав візит,,,115
116,4210,Не зайшов,На Іваниса,,116
117,4223,Не зайшов,,,117
118,4224,Відклав візит,,,118
119,4230,Відклав візит,,,119
120,,,,,120
121,,,,,121
122,,,,,122
123,,,,,123
124,,,,,124
125,,,,,125
126,,,,,126
127,,,,,127
128,,,,,128
129,,,,,129
130,,,,,130
131,,,,,131
132,,,,,132
133,,,,,133
134,,,,,134
135,,,,,135
136,,,,,136
137,,,,,137
138,,,,,138
139,,,,,139
140,,,,,140
141,,,,,141
142,,,,,142
143,,,,,143
144,,,,,144
145,,,,,145
146,,,,,146
147,,,,,147
