"252 кабінет. Первинна черга. 
Приблизний список тих хто обіцяв бути присутнім на основі онлайн переклички в Telegram."
PREV. DAY (PAST):,,27.08.2025 (08:30 - 14:00),,,NEXT DAY:,,28.08.2025 (08:30 - 14:00)
№,"ID
(номер первинної черги)",Статус,Примітки,,№,Примітки,"ID
(номер первинної черги)",Статус,"Записаний
в TODO ?"
1,2194,Зайшов,,,1,,2203,Обіцяв бути,---
2,2483,Зайшов,Остання спроба,,2,,2431,Обіцяв бути,---
3,2514,Зайшов,,,3,,2522,Обіцяв бути,---
4,2572,Зайшов,,,4,,2632,Обіцяв бути,---
5,2573,Зайшов,,,5,,2638,Обіцяв бути,---
6,2583,Зайшов,,,6,,2668,Обіцяв бути,---
7,2620,Зайшов,,,7,,2677,Обіцяв бути,---
8,2651,Зайшов,,,8,,2746,Обіцяв бути,---
9,2663,Не з'явився,в кінець черги,,9,,2759,Обіцяв бути,---
10,2670,Зайшов,,,10,,2761,Обіцяв бути,---
11,2727,Зайшов,Остання спроба,,11,,2783,Обіцяв бути,---
12,2730,Зайшов,Остання спроба,,12,,2826,Обіцяв бути,---
13,2763,Зайшов,Остання спроба,,13,,2857,Обіцяв бути,---
14,2773,Зайшов,,,14,,2990,Обіцяв бути,---
15,2774,Зайшов,,,15,Остання спроба,3025,Обіцяв бути,---
16,2852,Не з'явився,в кінець черги,,16,,3092,Обіцяв бути,---
17,2906,Відклав візит,,,17,,3094,Обіцяв бути,---
18,3114,Зайшов,,,18,,3105,Обіцяв бути,---
19,3121,Зайшов,,,19,,3113,Обіцяв бути,---
20,3124,Зайшов,Остання спроба,,20,,3137,Обіцяв бути,---
21,3127,Не з'явився,в кінець черги,,21,Остання спроба,3164,Обіцяв бути,---
22,3130,Не з'явився,в кінець черги,,22,лікар-інтерн,3176,Обіцяв бути,---
23,3133,Не з'явився,в кінець черги,,23,,3184,Обіцяв бути,---
24,3140,Не з'явився,в кінець черги,,24,Остання спроба,3188,Обіцяв бути,---
25,3174,Зайшов,,,25,,3198,Обіцяв бути,---
26,3176,Не зайшов,Остання спроба,,26,,3212,Обіцяв бути,---
27,,,,,27,,3213,Обіцяв бути,---
28,,,,,28,,3225,Обіцяв бути,---
29,,,,,29,,3227,Обіцяв бути,---
30,,,,,30,,3244,Обіцяв бути,---
31,,,,,31,,3247,Обіцяв бути,---
32,,,,,32,,3253,Обіцяв бути,---
33,,,,,33,,3255,Обіцяв бути,---
34,,,,,34
35,,,,,35
36,,,,,36
37,,,,,37
38,,,,,38
39,,,,,39
40,,,,,40
41,,,,,41
42,,,,,42
43,,,,,43
44,,,,,44
45,,,,,45
46,,,,,46
47,,,,,47
48,,,,,48
49,,,,,49
50,,,,,50
51,,,,,51
52,,,,,52
53,,,,,53
54,,,,,54
55,,,,,55
56,,,,,56
57,,,,,57
58,,,,,58
59,,,,,59
60,,,,,60
61,,,,,61
62,,,,,62
63,,,,,63
64,,,,,64
65,,,,,65
66,,,,,66
67,,,,,67
68,,,,,68
69,,,,,69
70,,,,,70
71,,,,,71
72,,,,,72
73,,,,,73
74,,,,,74
75,,,,,75
76,,,,,76
77,,,,,77
78,,,,,78
79,,,,,79
80,,,,,80
81,,,,,81
82,,,,,82
83,,,,,83
84,,,,,84
85,,,,,85
86,,,,,86
87,,,,,87
88,,,,,88
89,,,,,89
90,,,,,90
91,,,,,91
92,,,,,92
93,,,,,93
94,,,,,94
95,,,,,95
96,,,,,96
97,,,,,97
98,,,,,98
99,,,,,99
100,,,,,100
101,,,,,101
102,,,,,102
103,,,,,103
104,,,,,104
105,,,,,105
106,,,,,106
107,,,,,107
108,,,,,108
109,,,,,109
110,,,,,110
111,,,,,111
112,,,,,112
113,,,,,113
114,,,,,114
115,,,,,115
116,,,,,116
117,,,,,117
